locationid,readingdate,dtwbelowcasing,wellname,current_stickup_height,measureby,conductivity,,,
28,05/19/2009 19:42,215.15,PW11B,1.26,Stefan Kirby,,,,
29,05/19/2009 19:48,215.02,PW11C,1.04,Stefan Kirby,,,,
45,05/20/2009 10:30,84.17,PW17C,2.01,Stefan Kirby,,,,
6,05/21/2009 08:50,203.16,PW03A,2.2,Stefan Kirby,,,,
7,05/21/2009 08:54,198.33,PW03B,1.85,Stefan Kirby,,,,
8,05/21/2009 09:05,175.58,PW03Z,1.74,Stefan Kirby,,,,
43,05/21/2009 11:47,84.52,PW17A,1.79,Stefan Kirby,,,,
44,05/21/2009 11:52,83.95,PW17B,2.01,Stefan Kirby,,,,
2,06/01/2009 16:31,98.51,PW01B,2.28,Stefan Kirby,,,,
22,06/01/2009 16:31,99.79,PW08A,1.28,Stefan Kirby,,,,
23,06/01/2009 16:36,99.44,PW08B,1.81,Stefan Kirby,,,,
72,06/01/2009 17:22,6.67,Needle Point BLM,1.9,Stefan Kirby,,,,
57,06/01/2009 17:24,7.52,SG23B,2.43,Stefan Kirby,,,,
34,06/01/2009 18:08,73.15,AG13B,1.47,Stefan Kirby,,,,
35,06/01/2009 18:10,74.33,AG13C,1.95,Stefan Kirby,,,,
33,06/01/2009 18:12,67.53,AG13A,1.34,Stefan Kirby,,,,
1,06/01/2009 18:31,98.08,PW01A,2.58,Stefan Kirby,,,,
3,06/01/2009 18:35,114.42,PW01C,2.18,Stefan Kirby,,,,
9,06/02/2009 08:15,593.48,PW04A,2.02,Stefan Kirby,,,,
10,06/02/2009 08:31,593.21,PW04B,1.71,Stefan Kirby,,,,
39,06/02/2009 09:21,81.46,AG15,1.56,Stefan Kirby,,,,
71,06/02/2009 09:35,71.44,Snake Valley South MX,2.15,Stefan Kirby,,,,
4,06/02/2009 10:09,31.97,PW02A,1.43,Stefan Kirby,,,,
5,06/02/2009 10:12,29.98,PW02B,1.41,Stefan Kirby,,,,
40,06/02/2009 10:39,20.93,AG16A,1.98,Stefan Kirby,,,,
41,06/02/2009 10:41,20.46,AG16B,1.09,Stefan Kirby,,,,
42,06/02/2009 10:43,15.22,AG16C,1.69,Stefan Kirby,,,,
70,06/02/2009 12:14,19.06,Snake Valley North MX,2.13,Stefan Kirby,,,,
74,06/02/2009 13:41,43.09,Baker Creek,0.79,Stefan Kirby,,,,
63,06/02/2009 14:38,2.14,SG25C,2.16,Stefan Kirby,,,,
62,06/02/2009 14:40,4.65,SG25B,2.22,Stefan Kirby,,,,
61,06/02/2009 14:42,4.9,SG25A,2.1,Stefan Kirby,,,,
64,06/02/2009 14:46,8.91,SG25D,2.32,Stefan Kirby,,,,
68,06/02/2009 16:04,7,SG27,2.06,Stefan Kirby,,,,
58,06/02/2009 16:39,5.34,SG24A,3.02,Stefan Kirby,,,,
59,06/02/2009 16:40,3.68,SG24B,1.78,Stefan Kirby,,,,
60,06/02/2009 16:41,1.58,SG24C,1.91,Stefan Kirby,,,,
69,06/02/2009 17:03,42.53,Twin Springs MX,0.21,Stefan Kirby,,,,
24,06/02/2009 18:10,175.8,PW09A,1.09,Stefan Kirby,,,,
25,06/02/2009 18:12,176.02,PW09B,1,Stefan Kirby,,,,
73,06/02/2009 18:24,78.27,Eskdale MX,4.19,Stefan Kirby,,,,
36,06/02/2009 18:43,27.76,AG14A,1.57,Stefan Kirby,,,,
37,06/02/2009 18:45,26.29,AG14B,0.84,Stefan Kirby,,,,
38,06/02/2009 18:47,20.18,AG14C,0.46,Stefan Kirby,,,,
26,06/03/2009 09:04,542.52,PW10A,1.89,Stefan Kirby,,,,
27,06/03/2009 09:13,521.39,PW10B,2.07,Stefan Kirby,,,,
75,06/03/2009 09:47,54.38,Central Tule MX,3.11,Stefan Kirby,,,,
51,06/03/2009 10:53,293.57,PW20,0.93,Stefan Kirby,,,,
49,06/03/2009 12:30,195.37,PW19B,1.69,Stefan Kirby,,,,
48,06/03/2009 12:34,197.88,PW19A,2.17,Stefan Kirby,,,,
50,06/03/2009 12:37,198.3,PW19C,2.46,Stefan Kirby,,,,
46,07/14/2009 12:00,149.9,Coyote Knolls MX,3.52,Stefan Kirby,,,,
32,07/14/2009 12:14,1428.92,PW12,2.31,Stefan Kirby,,,,
45,07/14/2009 16:31,84.16,PW17C,2.01,Stefan Kirby,,,,
47,07/14/2009 18:11,756.04,PW18,0.97,Stefan Kirby,,,,
49,07/15/2009 07:35,195.36,PW19B,1.69,Stefan Kirby,,,,
65,07/15/2009 09:31,4.11,SG26A,2.22,Stefan Kirby,,,,
66,07/15/2009 09:31,1.46,SG26B,2.74,Stefan Kirby,,,,
67,07/15/2009 09:31,1.78,SG26C,3.56,Stefan Kirby,,,,
52,07/15/2009 12:41,7.58,SG21A,2.43,Stefan Kirby,,,,
53,07/15/2009 12:43,7.51,SG21B,2.36,Stefan Kirby,,,,
54,07/15/2009 12:43,4.7,SG21C,2.51,Stefan Kirby,,,,
55,07/15/2009 13:56,4.73,SG22A,2.83,Stefan Kirby,,,,
66,08/20/2009 09:18,2.08,SG26B,2.74,Stefan Kirby,,,,
67,08/20/2009 09:23,2.32,SG26C,3.56,Stefan Kirby,,,,
22,09/14/2009 15:21,100.02,PW08A,1.28,Stefan Kirby,,,,
23,09/14/2009 15:24,99.69,PW08B,1.81,Stefan Kirby,,,,
30,09/14/2009 15:42,210.31,PW11D,2.06,Stefan Kirby,,,,
31,09/14/2009 16:03,210.21,PW11E,2.03,Stefan Kirby,,,,
28,09/14/2009 16:04,215.2,PW11B,1.26,Stefan Kirby,,,,
29,09/14/2009 16:05,214.9,PW11C,1.04,Stefan Kirby,,,,
57,09/14/2009 16:41,8.95,SG23B,2.43,Stefan Kirby,,,,
72,09/14/2009 16:41,8.07,Needle Point BLM,1.9,Stefan Kirby,,,,
39,09/14/2009 17:39,83.31,AG15,1.56,Stefan Kirby,,,,
71,09/14/2009 18:07,71.75,Snake Valley South MX,2.15,Stefan Kirby,,,,
4,09/14/2009 18:24,31.33,PW02A,1.43,Stefan Kirby,,,,
5,09/14/2009 18:26,30.72,PW02B,1.41,Stefan Kirby,,,,
1,09/14/2009 18:54,99.45,PW01A,2.58,Stefan Kirby,,,,
2,09/14/2009 18:58,100.34,PW01B,2.28,Stefan Kirby,,,,
3,09/14/2009 19:02,113.39,PW01C,2.18,Stefan Kirby,,,,
32,09/15/2009 07:43,1429.02,PW12,2.31,Stefan Kirby,,,,
19,09/15/2009 09:11,46.04,PW07A,1.6,Stefan Kirby,,,,
21,09/15/2009 09:24,40.38,PW07MX,3.39,Stefan Kirby,,,,
9,09/15/2009 10:57,593.53,PW04A,2.02,Stefan Kirby,,,,
10,09/15/2009 10:57,593.24,PW04B,1.71,Stefan Kirby,,,,
40,09/15/2009 11:40,25.18,AG16A,1.98,Stefan Kirby,,,,
41,09/15/2009 11:45,33.87,AG16B,1.09,Stefan Kirby,,,,
42,09/15/2009 11:47,15.44,AG16C,1.69,Stefan Kirby,,,,
34,09/15/2009 12:25,82.52,AG13B,1.47,Stefan Kirby,,,,
35,09/15/2009 12:27,84.22,AG13C,1.95,Stefan Kirby,,,,
33,09/15/2009 12:31,71.23,AG13A,1.34,Stefan Kirby,,,,
13,09/15/2009 13:04,37.11,PW05C,1.39,Stefan Kirby,,,,
11,09/15/2009 13:06,53.79,PW05A,1.86,Stefan Kirby,,,,
12,09/15/2009 13:10,38.6,PW05B,1.63,Stefan Kirby,,,,
74,09/15/2009 14:12,43.39,Baker Creek,0.79,Stefan Kirby,,,,
70,09/15/2009 15:04,19.65,Snake Valley North MX,2.13,Stefan Kirby,,,,
14,09/15/2009 15:41,108.36,PW06A,1.12,Stefan Kirby,,,,
15,09/15/2009 15:43,108.12,PW06B,1.04,Stefan Kirby,,,,
16,09/15/2009 15:49,107.84,PW06C,0.75,Stefan Kirby,,,,
17,09/15/2009 15:52,108.75,PW06D,1.71,Stefan Kirby,,,,
18,09/15/2009 16:17,82.33,PW06MX,0.39,Stefan Kirby,,,,
24,09/15/2009 17:01,176.27,PW09A,1.09,Stefan Kirby,,,,
25,09/15/2009 17:07,176.53,PW09B,1,Stefan Kirby,,,,
73,09/15/2009 17:24,78.81,Eskdale MX,4.19,Stefan Kirby,,,,
36,09/15/2009 17:49,28.99,AG14A,1.57,Stefan Kirby,,,,
37,09/15/2009 17:52,27.45,AG14B,0.84,Stefan Kirby,,,,
38,09/15/2009 17:58,21.33,AG14C,0.46,Stefan Kirby,,,,
69,09/16/2009 08:04,42.73,Twin Springs MX,0.21,Stefan Kirby,,,,
58,09/16/2009 08:32,6.32,SG24A,3.02,Stefan Kirby,,,,
59,09/16/2009 08:36,4.61,SG24B,1.78,Stefan Kirby,,,,
60,09/16/2009 08:39,2.23,SG24C,1.91,Stefan Kirby,,,,
68,09/16/2009 09:00,9.44,SG27,2.06,Stefan Kirby,,,,
61,09/16/2009 10:04,5.49,SG25A,2.1,Stefan Kirby,,,,
65,09/16/2009 10:04,5.49,SG26A,2.22,Stefan Kirby,,,,
66,09/16/2009 10:04,2.09,SG26B,2.74,Stefan Kirby,,,,
62,09/16/2009 12:06,5.13,SG25B,2.22,Stefan Kirby,,,,
63,09/16/2009 12:08,2.68,SG25C,2.16,Stefan Kirby,,,,
64,09/16/2009 12:16,9.59,SG25D,2.32,Stefan Kirby,,,,
47,09/16/2009 13:23,756.29,PW18,0.97,Stefan Kirby,,,,
51,09/16/2009 14:41,293.55,PW20,0.93,Stefan Kirby,,,,
46,09/16/2009 15:27,149.97,Coyote Knolls MX,3.52,Stefan Kirby,,,,
43,09/16/2009 15:32,84.58,PW17A,1.79,Stefan Kirby,,,,
44,09/16/2009 15:43,83.95,PW17B,2.01,Stefan Kirby,,,,
45,09/16/2009 15:47,84.21,PW17C,2.01,Stefan Kirby,,,,
75,09/16/2009 16:45,54.44,Central Tule MX,3.11,Stefan Kirby,,,,
27,09/16/2009 17:31,521.74,PW10B,2.07,Stefan Kirby,,,,
26,09/16/2009 17:35,542.88,PW10A,1.89,Stefan Kirby,,,,
8,09/17/2009 07:27,175.78,PW03Z,1.74,Stefan Kirby,,,,
6,09/17/2009 07:45,203.49,PW03A,2.2,Stefan Kirby,,,,
7,09/17/2009 07:48,198.64,PW03B,1.85,Stefan Kirby,,,,
52,09/17/2009 10:10,7.41,SG21A,2.43,Stefan Kirby,,,,
53,09/17/2009 10:12,7.36,SG21B,2.36,Stefan Kirby,,,,
54,09/17/2009 10:14,4.7,SG21C,2.51,Stefan Kirby,,,,
55,09/17/2009 10:58,4.64,SG22A,2.83,Stefan Kirby,,,,
49,09/17/2009 12:04,195.35,PW19B,1.69,Stefan Kirby,,,,
50,09/17/2009 12:05,198.36,PW19C,2.46,Stefan Kirby,,,,
48,09/17/2009 12:09,198.06,PW19A,2.17,Stefan Kirby,,,,
1004,10/15/2009 14:25,1.41,1004,1.1,Richard Emerson,,,,
1002,10/15/2009 14:41,2.12,1002,0.89,Richard Emerson,,,,
1001,10/15/2009 14:54,1.31,1001,1.32,Richard Emerson,,,,
1003,10/15/2009 15:08,1.03,1003,1.07,Richard Emerson,,,,
1012,10/15/2009 17:26,0.98,1012,1.07,Richard Emerson,,,,
1011,10/15/2009 17:36,0.81,1011,0.79,Richard Emerson,,,,
1014,10/15/2009 17:45,1.72,1014,1.2,Richard Emerson,,,,
1013,10/15/2009 17:53,4.2,1013,0.82,Richard Emerson,,,,
1021,10/16/2009 12:23,3.7,1021,1.06,Richard Emerson,,,,
1022,10/16/2009 12:37,1.68,1022,0.96,Richard Emerson,,,,
1023,10/16/2009 12:49,1.24,1023,1.17,Richard Emerson,,,,
1024,10/16/2009 13:08,2,1024,1,Richard Emerson,,,,
1025,10/16/2009 13:20,3.34,1025,0.86,Richard Emerson,,,,
1026,10/16/2009 13:34,1.03,1026,1,Richard Emerson,,,,
1005,10/21/2009 16:47,2.09,1005,0.88,Richard Emerson,,,,
1048,11/09/2009 11:05,1.32,1048,0.86,Richard Emerson,,,,
1049,11/09/2009 11:25,1.28,1049,1.25,Richard Emerson,,,,
136,11/10/2009 12:00,58.88,Callao Agricultural Well,0.69,Richard Emerson,,,,
1050,11/10/2009 12:24,1.01,1050,0.98,Richard Emerson,,,,
1051,11/10/2009 12:41,2,1051,0.94,Richard Emerson,,,,
1010,11/10/2009 15:32,2.55,1010,1.05,Richard Emerson,,,,
1008,11/11/2009 15:49,1.29,1008,1.05,Richard Emerson,,,,
1009,11/11/2009 15:57,1.37,1009,0.94,Richard Emerson,,,,
1007,11/11/2009 16:24,1.05,1007,1.23,Richard Emerson,,,,
1006,11/11/2009 16:35,1.01,1006,1.11,Richard Emerson,,,,
1015,11/11/2009 18:06,2.58,1015,0.78,Richard Emerson,,,,
1016,11/11/2009 18:13,1.49,1016,2.17,Richard Emerson,,,,
1017,11/11/2009 18:24,0.78,1017,1.03,Richard Emerson,,,,
1018,11/11/2009 18:35,1.05,1018,0.71,Richard Emerson,,,,
1019,11/11/2009 18:48,0.87,1019,1.03,Richard Emerson,,,,
1020,11/11/2009 18:55,2.11,1020,0.68,Richard Emerson,,,,
32,12/01/2009 13:31,1428.27,PW12,2.31,Stefan Kirby,,,,
21,12/01/2009 14:12,40.36,PW07MX,3.39,Stefan Kirby,,,,
19,12/01/2009 14:18,45.94,PW07A,1.6,Stefan Kirby,,,,
20,12/01/2009 14:18,47.85,PW07B,1.85,Stefan Kirby,,,,
23,12/01/2009 15:09,99.9,PW08B,1.81,Stefan Kirby,,,,
28,12/01/2009 15:34,215.19,PW11B,1.26,Stefan Kirby,,,,
29,12/01/2009 15:34,214.9,PW11C,1.04,Stefan Kirby,,,,
30,12/01/2009 15:34,210.29,PW11D,2.06,Stefan Kirby,,,,
72,12/01/2009 16:20,7.77,Needle Point BLM,1.9,Stefan Kirby,,,,
71,12/01/2009 16:41,71.63,Snake Valley South MX,2.15,Stefan Kirby,,,,
4,12/01/2009 17:07,31.23,PW02A,1.43,Stefan Kirby,,,,
22,12/01/2009 17:07,100.25,PW08A,1.28,Stefan Kirby,,,,
57,12/01/2009 17:21,8.64,SG23B,2.43,Stefan Kirby,,,,
1,12/01/2009 17:35,98.46,PW01A,2.58,Stefan Kirby,,,,
2,12/01/2009 17:35,97.49,PW01B,2.28,Stefan Kirby,,,,
3,12/01/2009 17:35,113.32,PW01C,2.18,Stefan Kirby,,,,
5,12/01/2009 17:35,30,PW02B,1.41,Stefan Kirby,,,,
9,12/02/2009 08:36,593.43,PW04A,2.02,Stefan Kirby,,,,
10,12/02/2009 08:46,593.12,PW04B,1.71,Stefan Kirby,,,,
65,12/02/2009 09:01,4.01,SG26A,2.22,Stefan Kirby,,,,
66,12/02/2009 09:01,1.35,SG26B,2.74,Stefan Kirby,,,,
39,12/02/2009 09:34,83.07,AG15,1.56,Stefan Kirby,,,,
40,12/02/2009 10:04,20.26,AG16A,1.98,Stefan Kirby,,,,
41,12/02/2009 10:04,18.77,AG16B,1.09,Stefan Kirby,,,,
42,12/02/2009 10:04,15.61,AG16C,1.69,Stefan Kirby,,,,
33,12/02/2009 10:13,70.02,AG13A,1.34,Stefan Kirby,,,,
34,12/02/2009 10:45,72.99,AG13B,1.47,Stefan Kirby,,,,
35,12/02/2009 10:45,73.9,AG13C,1.95,Stefan Kirby,,,,
11,12/02/2009 11:21,53.97,PW05A,1.86,Stefan Kirby,,,,
12,12/02/2009 11:21,38.71,PW05B,1.63,Stefan Kirby,,,,
13,12/02/2009 11:21,37.18,PW05C,1.39,Stefan Kirby,,,,
36,12/02/2009 12:11,28.53,AG14A,1.57,Stefan Kirby,,,,
37,12/02/2009 12:11,26.92,AG14B,0.84,Stefan Kirby,,,,
38,12/02/2009 12:11,20.91,AG14C,0.46,Stefan Kirby,,,,
73,12/02/2009 12:31,79.04,Eskdale MX,4.19,Stefan Kirby,,,,
24,12/02/2009 12:46,176.51,PW09A,1.09,Stefan Kirby,,,,
25,12/02/2009 12:46,176.82,PW09B,1,Stefan Kirby,,,,
14,12/02/2009 13:31,108.46,PW06A,1.12,Stefan Kirby,,,,
15,12/02/2009 13:31,108.18,PW06B,1.04,Stefan Kirby,,,,
16,12/02/2009 13:31,107.92,PW06C,0.75,Stefan Kirby,,,,
17,12/02/2009 13:31,108.82,PW06D,1.71,Stefan Kirby,,,,
18,12/02/2009 13:49,82.44,PW06MX,0.39,Stefan Kirby,,,,
58,12/02/2009 14:44,4.68,SG24A,3.02,Stefan Kirby,,,,
59,12/02/2009 14:44,3.53,SG24B,1.78,Stefan Kirby,,,,
60,12/02/2009 14:44,2.09,SG24C,1.91,Stefan Kirby,,,,
69,12/02/2009 14:44,42.63,Twin Springs MX,0.21,Stefan Kirby,,,,
70,12/02/2009 16:21,19.42,Snake Valley North MX,2.13,Stefan Kirby,,,,
74,12/02/2009 17:07,43.54,Baker Creek,0.79,Stefan Kirby,,,,
68,12/03/2009 08:00,8.5,SG27,2.06,Stefan Kirby,,,,
61,12/03/2009 10:50,4.99,SG25A,2.1,Stefan Kirby,,,,
62,12/03/2009 10:51,4.7,SG25B,2.22,Stefan Kirby,,,,
63,12/03/2009 10:54,2.28,SG25C,2.16,Stefan Kirby,,,,
64,12/03/2009 11:10,9.19,SG25D,2.32,Stefan Kirby,,,,
47,12/03/2009 12:26,756.15,PW18,0.97,Stefan Kirby,,,,
51,12/03/2009 13:24,293.66,PW20,0.93,Stefan Kirby,,,,
43,12/03/2009 14:27,84.59,PW17A,1.79,Stefan Kirby,,,,
45,12/03/2009 14:27,84.28,PW17C,2.01,Stefan Kirby,,,,
46,12/03/2009 14:41,150.02,Coyote Knolls MX,3.52,Stefan Kirby,,,,
26,12/03/2009 15:47,542.6,PW10A,1.89,Stefan Kirby,,,,
27,12/03/2009 15:47,521.79,PW10B,2.07,Stefan Kirby,,,,
6,12/03/2009 17:15,204.72,PW03A,2.2,Stefan Kirby,,,,
7,12/03/2009 17:15,199.8,PW03B,1.85,Stefan Kirby,,,,
8,12/03/2009 17:15,177.01,PW03Z,1.74,Stefan Kirby,,,,
52,12/04/2009 09:39,7.59,SG21A,2.43,Stefan Kirby,,,,
53,12/04/2009 09:39,7.56,SG21B,2.36,Stefan Kirby,,,,
54,12/04/2009 09:39,4.73,SG21C,2.51,Stefan Kirby,,,,
55,12/04/2009 10:51,4.93,SG22A,2.83,Stefan Kirby,,,,
48,12/04/2009 11:42,198.08,PW19A,2.17,Stefan Kirby,,,,
49,12/04/2009 11:42,195.44,PW19B,1.69,Stefan Kirby,,,,
50,12/04/2009 11:42,198.39,PW19C,2.46,Stefan Kirby,,,,
1027,12/17/2009 08:08,2.43,1027,0.81,Richard Emerson,,,,
1028,12/17/2009 08:23,0.35,1028,0.58,Richard Emerson,,,,
1029,12/17/2009 08:39,0.83,1029,0.71,Richard Emerson,,,,
1030,12/17/2009 08:54,1.1,1030,1.2,Richard Emerson,,,,
1031,12/17/2009 09:06,0.53,1031,1.06,Richard Emerson,,,,
1032,12/17/2009 09:23,1.47,1032,0.44,Richard Emerson,,,,
1033,12/17/2009 09:40,-0.21,1033,1.32,Richard Emerson,,,,
1034,12/17/2009 09:50,-0.06,1034,1.21,Richard Emerson,,,,
1035,12/17/2009 10:04,-0.1,1035,0.58,Richard Emerson,,,,
1036,12/17/2009 10:18,1.43,1036,0.89,Richard Emerson,,,,
1041,12/17/2009 13:49,2.13,1041,0.75,Richard Emerson,,,,
1040,12/17/2009 14:02,3.66,1040,0.55,Richard Emerson,,,,
1038,12/17/2009 14:30,2.28,1038,2.33,Richard Emerson,,,,
1037,12/17/2009 14:45,1.13,1037,1.17,Richard Emerson,,,,
1057,12/17/2009 15:19,0.99,1057,1.02,Richard Emerson,,,,
1056,12/17/2009 15:33,1.26,1056,0.88,Richard Emerson,,,,
1055,12/17/2009 15:48,1.12,1055,1.09,Richard Emerson,,,,
1054,12/17/2009 16:12,0.61,1054,0.52,Richard Emerson,,,,
1053,12/17/2009 16:20,0.58,1053,0.85,Richard Emerson,,,,
1052,12/17/2009 16:30,0.5,1052,0.81,Richard Emerson,,,,
1047,12/17/2009 16:40,0.93,1047,1.02,Richard Emerson,,,,
1046,12/17/2009 16:55,1.03,1046,1.1,Richard Emerson,,,,
1039,12/17/2009 17:05,2.62,1039,0.14,Richard Emerson,,,,
1045,12/17/2009 17:11,0.79,1045,0.81,Richard Emerson,,,,
1044,12/17/2009 17:20,0.58,1044,0.32,Richard Emerson,,,,
1043,12/17/2009 17:30,1.31,1043,1.17,Richard Emerson,,,,
1042,12/17/2009 17:38,1.4,1042,1.17,Richard Emerson,,,,
1058,12/18/2009 11:04,0.68,1058,1.17,Richard Emerson,,,,
1059,12/18/2009 11:16,1.6,1059,1.18,Richard Emerson,,,,
1060,12/18/2009 11:30,0.7,1060,0.97,Richard Emerson,,,,
32,03/02/2010 13:04,1428.9,PW12,2.31,Stefan Kirby,,,,
21,03/02/2010 14:07,40.21,PW07MX,3.39,Stefan Kirby,,,,
20,03/02/2010 14:18,47.98,PW07B,1.85,Stefan Kirby,,,,
19,03/02/2010 14:24,46,PW07A,1.6,Stefan Kirby,,,,
22,03/02/2010 15:23,100.48,PW08A,1.28,Stefan Kirby,,,,
23,03/02/2010 15:23,100.13,PW08B,1.81,Stefan Kirby,,,,
30,03/02/2010 15:58,210.25,PW11D,2.06,Stefan Kirby,,,,
31,03/02/2010 16:01,210.18,PW11E,2.03,Stefan Kirby,,,,
28,03/02/2010 16:27,215.23,PW11B,1.26,Stefan Kirby,,,,
29,03/02/2010 16:30,214.88,PW11C,1.04,Stefan Kirby,,,,
72,03/02/2010 17:00,6.99,Needle Point BLM,1.9,Stefan Kirby,,,,
57,03/02/2010 17:03,7.86,SG23B,2.43,Stefan Kirby,,,,
71,03/02/2010 17:37,71.47,Snake Valley South MX,2.15,Stefan Kirby,,,,
4,03/02/2010 17:53,30.7,PW02A,1.43,Stefan Kirby,,,,
5,03/02/2010 17:55,29.48,PW02B,1.41,Stefan Kirby,,,,
68,03/03/2010 08:30,6.93,SG27,2.06,Stefan Kirby,,,,
65,03/03/2010 09:30,3.58,SG26A,2.22,Stefan Kirby,,,,
61,03/03/2010 10:56,4.62,SG25A,2.1,Stefan Kirby,,,,
62,03/03/2010 10:56,4.37,SG25B,2.22,Stefan Kirby,,,,
63,03/03/2010 10:56,1.93,SG25C,2.16,Stefan Kirby,,,,
64,03/03/2010 10:56,8.58,SG25D,2.32,Stefan Kirby,,,,
47,03/03/2010 12:22,756.08,PW18,0.97,Stefan Kirby,,,,
51,03/03/2010 13:35,293.63,PW20,0.93,Stefan Kirby,,,,
43,03/03/2010 14:35,84.56,PW17A,1.79,Stefan Kirby,,,,
44,03/03/2010 14:35,83.96,PW17B,2.01,Stefan Kirby,,,,
45,03/03/2010 14:35,84.21,PW17C,2.01,Stefan Kirby,,,,
46,03/03/2010 14:52,149.94,Coyote Knolls MX,3.52,Stefan Kirby,,,,
75,03/03/2010 15:39,54.36,Central Tule MX,3.11,Stefan Kirby,,,,
26,03/03/2010 16:00,542.46,PW10A,1.89,Stefan Kirby,,,,
27,03/03/2010 16:08,521.8,PW10B,2.07,Stefan Kirby,,,,
9,03/04/2010 08:51,593.27,PW04A,2.02,Stefan Kirby,,,,
10,03/04/2010 08:56,592.96,PW04B,1.71,Stefan Kirby,,,,
39,03/04/2010 09:35,81.88,AG15,1.56,Stefan Kirby,,,,
40,03/04/2010 09:52,19.86,AG16A,1.98,Stefan Kirby,,,,
41,03/04/2010 09:57,18.19,AG16B,1.09,Stefan Kirby,,,,
42,03/04/2010 09:58,15.5,AG16C,1.69,Stefan Kirby,,,,
1,03/04/2010 10:34,99.2,PW01A,2.58,Stefan Kirby,,,,
2,03/04/2010 10:34,97.19,PW01B,2.28,Stefan Kirby,,,,
3,03/04/2010 10:34,110.3,PW01C,2.18,Stefan Kirby,,,,
33,03/04/2010 10:53,66.31,AG13A,1.34,Stefan Kirby,,,,
34,03/04/2010 10:53,67.83,AG13B,1.47,Stefan Kirby,,,,
35,03/04/2010 10:53,68.67,AG13C,1.95,Stefan Kirby,,,,
11,03/04/2010 11:23,54.11,PW05A,1.86,Stefan Kirby,,,,
12,03/04/2010 11:23,38.69,PW05B,1.63,Stefan Kirby,,,,
13,03/04/2010 11:23,37.18,PW05C,1.39,Stefan Kirby,,,,
36,03/04/2010 11:53,27.84,AG14A,1.57,Stefan Kirby,,,,
37,03/04/2010 11:53,26.23,AG14B,0.84,Stefan Kirby,,,,
38,03/04/2010 11:53,20.3,AG14C,0.46,Stefan Kirby,,,,
73,03/04/2010 12:14,78.84,Eskdale MX,4.19,Stefan Kirby,,,,
24,03/04/2010 12:31,176.4,PW09A,1.09,Stefan Kirby,,,,
25,03/04/2010 12:31,176.67,PW09B,1,Stefan Kirby,,,,
14,03/04/2010 13:15,108.5,PW06A,1.12,Stefan Kirby,,,,
15,03/04/2010 13:15,108.19,PW06B,1.04,Stefan Kirby,,,,
16,03/04/2010 13:15,107.93,PW06C,0.75,Stefan Kirby,,,,
17,03/04/2010 13:15,108.82,PW06D,1.71,Stefan Kirby,,,,
18,03/04/2010 13:30,82.47,PW06MX,0.39,Stefan Kirby,,,,
69,03/04/2010 14:15,42.58,Twin Springs MX,0.21,Stefan Kirby,,,,
58,03/04/2010 14:31,4.54,SG24A,3.02,Stefan Kirby,,,,
59,03/04/2010 14:31,3.25,SG24B,1.78,Stefan Kirby,,,,
60,03/04/2010 14:31,1.98,SG24C,1.91,Stefan Kirby,,,,
70,03/04/2010 15:47,19.39,Snake Valley North MX,2.13,Stefan Kirby,,,,
6,03/04/2010 16:51,206,PW03A,2.2,Stefan Kirby,,,,
7,03/04/2010 16:51,201.06,PW03B,1.85,Stefan Kirby,,,,
8,03/04/2010 16:51,178.23,PW03Z,1.74,Stefan Kirby,,,,
74,03/04/2010 17:00,43.63,Baker Creek,0.79,Stefan Kirby,,,,
52,03/05/2010 09:52,7.89,SG21A,2.43,Stefan Kirby,,,,
53,03/05/2010 09:52,7.81,SG21B,2.36,Stefan Kirby,,,,
54,03/05/2010 09:52,4.91,SG21C,2.51,Stefan Kirby,,,,
55,03/05/2010 10:30,5.15,SG22A,2.83,Stefan Kirby,,,,
48,03/05/2010 11:45,198.13,PW19A,2.17,Stefan Kirby,,,,
49,03/05/2010 11:45,195.39,PW19B,1.69,Stefan Kirby,,,,
50,03/05/2010 11:45,198.43,PW19C,2.46,Stefan Kirby,,,,
1048,03/29/2010 11:05,0.92,1048,0.86,Richard Emerson,,,,
1049,03/29/2010 11:25,0.84,1049,1.25,Richard Emerson,,,,
1050,03/29/2010 12:24,0.89,1050,0.98,Richard Emerson,,,,
1051,03/29/2010 12:41,0.99,1051,0.94,Richard Emerson,,,,
1004,03/29/2010 14:25,1.31,1004,1.1,Richard Emerson,,,,
1002,03/29/2010 14:41,2.1,1002,0.89,Richard Emerson,,,,
1001,03/29/2010 14:54,1.29,1001,1.32,Richard Emerson,,,,
1003,03/29/2010 15:08,1.01,1003,1.07,Richard Emerson,,,,
1010,03/29/2010 15:32,2.33,1010,1.05,Richard Emerson,,,,
1008,03/29/2010 15:49,1.24,1008,1.05,Richard Emerson,,,,
1009,03/29/2010 15:57,1.26,1009,0.94,Richard Emerson,,,,
1007,03/29/2010 16:24,1.03,1007,1.11,Richard Emerson,,,,
1006,03/29/2010 16:35,0.95,1006,1.11,Richard Emerson,,,,
1005,03/29/2010 16:47,1.8,1005,0.88,Richard Emerson,,,,
1012,03/29/2010 17:26,0.99,1012,1.07,Richard Emerson,,,,
1011,03/29/2010 17:36,0.84,1011,0.79,Richard Emerson,,,,
1014,03/29/2010 17:45,1.61,1014,1.2,Richard Emerson,,,,
1013,03/29/2010 17:53,3.05,1013,0.82,Richard Emerson,,,,
1015,03/29/2010 18:06,2.52,1015,0.78,Richard Emerson,,,,
