"objectid","locationid","locationname","locationtype","locationdesc","huc8","huc12","altlocationcontext","altlocationid","latitude","longitude","horizontalaccmeasurevalue","horizontalaccmeasureunit","horizontalcollectionmethod","horizontalcoordrefsystem","verticalmeasure","verticalunit","verticalcollectionmethod","verticalcoordrefsystem","state","county","welltype","aquifername","wellformationtype","welldepthmeasureunit","attachmentfilename","wlnetworkname","wlbaseline","wlwelltype","wlwellcharacteristics","qwnetworkname","qwbaseline","qwwelltype","qwwellcharacteristics","link","nationalaquifer","welldepth","geology","priority","usgs_id","win","send","aquifertype","display","siteid","wrnum","linkgeophysicallog","imagepath","notes","linklithologiclog","linkdevelopmentlog","loggertype","baroefficiency","baroefficiencystart","locationdatatable","barologgertype","installdate","enddate","locstatus","personnel","inwqx","shape","stickup"
22,"392450113523201","P1022","Well","Foote Reservoir - 1022","16020301","160203011202","Foote Reservoir",1022,"39.41383940","-113.87563611",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4814.00900000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Known Changes","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","3.90000000",NULL,NULL,NULL,NULL,"0",NULL,"1",-1,NULL,NULL,"wetlands/P1022.JPG","9/28/2017 Dominant Vegetation: Juncus arcticus",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-10-16 00:00:00",NULL,0,NULL,0,"280000000100000001000400206900000C00000001000000828C89AC900388DEF5A0AE0830313030","1.08000000"
23,"392448113523401","P1023","Well","Foote Reservoir - 1023","16020301","160203011202","Foote Reservoir",1023,"39.41339182","-113.87617304",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4814.21600000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Known Changes","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","3.70000000",NULL,NULL,NULL,NULL,"0",NULL,"1",-1,NULL,NULL,"wetlands/P1023.JPG","9/28/2017 Dominant Vegetation: Schoenoplectus americanus, Juncus arcticus",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-10-16 00:00:00",NULL,0,NULL,0,"280000000100000001000400206900000C000000010000009BDCCEAB900394F1BAA0AE0830313030","1.27000000"
24,"392449113524601","P1024","Well","Foote Reservoir - 1024","16020301","160203011202","Foote Reservoir",1024,"39.41358733","-113.87951409",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4809.76100000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Known Changes","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","3.90000000",NULL,NULL,NULL,NULL,"0",NULL,"1",-1,NULL,NULL,"wetlands/P1024.JPG","9/28/2017 Dominant Vegetation:  Juncus arcticus, Carex nebrascensis, Distichlis spicata",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-10-16 00:00:00",NULL,0,NULL,0,"280000000100000001000400206900000C00000001000000A9B1F0A8900386CBE0A0AE0830313030","1.16000000"
25,"392449113524801","P1025","Well","Foote Reservoir - 1025","16020301","160203011202","Foote Reservoir",1025,"39.41367601","-113.87996691",3,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4811.09900000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Known Changes","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","4.00000000",NULL,NULL,NULL,NULL,"0",NULL,"1",-1,NULL,NULL,"wetlands/P1025.JPG","9/28/2017 Dominant Vegetation: Distichlis spicata",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-10-16 00:00:00",NULL,0,NULL,0,"280000000100000001000400206900000C000000010000009996C1A89003BA8FEEA0AE0800000000","0.90000000"
26,"392449113524901","P1026","Well","Foote Reservoir - 1026","16020301","160203011202","Foote Reservoir",1026,"39.41353621","-113.88042194",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4809.07800000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Known Changes","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","3.90000000",NULL,NULL,NULL,NULL,"0",NULL,"1",-1,NULL,NULL,"wetlands/P1026.JPG","9/28/2017 Dominant Vegetation: Schoenoplectus americanus, Schoenoplectus pungens",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-10-16 00:00:00",NULL,0,NULL,0,"280000000100000001000400206900000C00000001000000BADE90A89003A2DADCA0AE0839393936","1.00000000"
27,"392907113545801","P1027","Well","Gandy Salt Marsh - 1027","16020301","160203011304","Gandy Salt Marsh",1027,"39.48536858","-113.91612286",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4794.18000000","ft","Digital Elevation Model","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Background","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","4.10000000",NULL,NULL,NULL,NULL,"0",NULL,"1",53,NULL,NULL,"","Removed 10/30/2014",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00","2014-10-30 00:00:00",2,NULL,0,"280000000100000001000400206900000C00000001000000B0D0A08D9003B1C4DDEDAE082051DA1B","0.81000000"
28,"392907113545901","P1028","Well","Gandy Salt Marsh - 1028","16020301","160203011304","Gandy Salt Marsh",1028,"39.48523313","-113.91625145",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4757.74000000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Background","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","4.30000000",NULL,NULL,NULL,NULL,"0",NULL,"1",53,NULL,NULL,"wetlands/P1028.JPG","9/27/2017 Dominant Vegetation: Eleocharis rostellata, Juncus arcticus",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00",NULL,0,NULL,0,"280000000100000001000400206900000C00000001000000B391958D9003849DC9EDAE0800233401","0.66000000"
29,"392906113545801","P1029","Well","Gandy Salt Marsh - 1029","16020301","160203011304","Gandy Salt Marsh",1029,"39.48488162","-113.91615683",1,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4758.60300000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Background","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","4.20000000",NULL,NULL,NULL,NULL,"0",NULL,"1",53,NULL,NULL,"wetlands/P1029.JPG","9/27/2017 Dominant Vegetation: Juncus arcticus, Carex sp.",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00",NULL,0,NULL,0,"280000000100000001000400206900000C0000000100000087C49D8D9003BCA299EDAE0800000000","0.89000000"
30,"392904113545501","P1030","Well","Gandy Salt Marsh - 1030","16020301","160203011304","Gandy Salt Marsh",1030,"39.48446417","-113.91521560",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4757.48400000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Background","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","3.70000000",NULL,NULL,NULL,NULL,"0",NULL,"1",53,NULL,NULL,"wetlands/P1030.JPG","9/27/2017 Dominant Vegetation: Juncus arcticus",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00",NULL,0,NULL,0,"280000000100000001000400206900000C000000010000008EC4FE8D90039EC0DDECAE0800000000","1.07000000"
31,"392900113545501","P1031","Well","Gandy Salt Marsh - 1031","16020301","160203011304","Gandy Salt Marsh",1031,"39.48344991","-113.91525297",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4755.71200000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Background","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","3.80000000",NULL,NULL,NULL,NULL,"0",NULL,"1",53,NULL,NULL,"wetlands/P1031.JPG","9/27/2017 Dominant Vegetation: Eleocharis rostellata, Juncus arcticus",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00",NULL,1,NULL,0,"280000000100000001000400206900000C000000010000008F94F68D9003A298D4EBAE0830313030","0.96000000"
32,"392853113550301","P1032","Well","Gandy Salt Marsh - 1032","16020301","160203011304","Gandy Salt Marsh",1032,"39.48144218","-113.91741774",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4792.64000000","ft","Digital Elevation Model","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Background","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","4.40000000",NULL,NULL,NULL,NULL,"0",NULL,"1",53,NULL,NULL,"","Removed 10/31/2014",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00","2014-10-31 00:00:00",2,NULL,0,"280000000100000001000400206900000C00000001000000B0A1898C900390E0CBE9AE08E000DE82","0.44000000"
98,"385644113594601","PW03 Baro","Atmosphere","Foote Reservoir Barometer - 9003","16020301","160203010906","Snake Valley",9003,"38.94545700","-113.99622000",10,"ft","GPS-Unspecified","NAD83","5338.93000000","ft","Digital Elevation Model","NAVD88","UT","027","Other","","",NULL,"","Snake Valley",NULL,"",NULL,"Snake Valley",NULL,"",NULL,"",NULL,NULL,NULL,NULL,"",NULL,"0",NULL,"1",-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,"280000000100000001000400206900000C0000000100000090F2D4B88F038ED4A5B4AA0868233401",NULL
33,"392853113550401","P1033","Well","Gandy Salt Marsh - 1033","16020301","160203011304","Gandy Salt Marsh",1033,"39.48145560","-113.91783764",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4756.35200000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Background","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","8.90000000",NULL,NULL,NULL,NULL,"0",NULL,"1",53,NULL,NULL,"wetlands/P1033.JPG","9/27/2017 Dominant Vegetation: Distichlis spicata, Carex sp.",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00",NULL,0,NULL,0,"280000000100000001000400206900000C000000010000008FFFDD8B9003A6DECEE9AE0830313030","1.58000000"
34,"392853113550501","P1034","Well","Gandy Salt Marsh - 1034","16020301","160203011304","Gandy Salt Marsh",1034,"39.48137642","-113.91802455",1,"ft","GPS Carrier Phase Kinematic Relative Position","NAD83","4790.60000000","ft","Digital Elevation Model","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Background","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","3.70000000",NULL,NULL,NULL,NULL,"0",NULL,"1",53,NULL,NULL,"","Removed 10/31/2014",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00","2014-10-31 00:00:00",2,NULL,0,"280000000100000001000400206900000C00000001000000A0C8C88B900380D3C5E9AE0800000000","1.21000000"
35,"392855113550901","P1035","Well","Gandy Salt Marsh - 1035","16020301","160203011304","Gandy Salt Marsh",1035,"39.48193389","-113.91920449",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4756.24000000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Background","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","4.30000000",NULL,NULL,NULL,NULL,"0",NULL,"1",53,NULL,NULL,"wetlands/P1035.JPG","9/27/2017 Dominant Vegetation: Distichlis spicata, Juncus arcticus",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00",NULL,0,NULL,0,"280000000100000001000400206900000C000000010000008CC8D08A9003809A94EAAE0800313030","0.56000000"
36,"392902113550901","P1036","Well","Gandy Salt Marsh - 1036","16020301","160203011304","Gandy Salt Marsh",1036,"39.48386117","-113.91915402",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4759.27200000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Background","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","4.00000000",NULL,NULL,NULL,NULL,"0",NULL,"1",53,NULL,NULL,"wetlands/P1036.JPG","9/27/2017 Dominant Vegetation: Juncus arcticus",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00",NULL,0,NULL,0,"280000000100000001000400206900000C00000001000000A1AADE8A9003AE9899ECAE0800000000","1.05000000"
37,"392447113522401","P1037","Well","Foote Reservoir - 1037","16020301","160203011202","Foote Reservoir",1037,"39.41302043","-113.87320235",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4820.22700000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Known Changes","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","3.70000000",NULL,NULL,NULL,NULL,"0",NULL,"1",-1,NULL,NULL,"wetlands/P1037.JPG","9/28/2017 Dominant Vegetation: Schoenoplectus americanus, Lythrum salicaria",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00",NULL,0,NULL,0,"280000000100000001000400206900000C0000000100000096AF85AE900398CDFE9FAE0830433030","1.53000000"
38,"392447113522301","P1038","Well","Foote Reservoir - 1038","16020301","160203011202","Foote Reservoir",1038,"39.41299430","-113.87305554",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4822.86800000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Known Changes","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","2.50000000",NULL,NULL,NULL,NULL,"0",NULL,"1",-1,NULL,NULL,"wetlands/P1038.JPG","9/28/2017 Dominant Vegetation: Juncus arcticus, Solidago spectabilis",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00",NULL,0,NULL,0,"280000000100000001000400206900000C0000000100000088D894AE900392C9FA9FAE0830433030","2.34000000"
39,"392428113525001","P1039","Well","Central Spring - 1039","16020301","160203011202","Central Spring",1039,"39.40784991","-113.88066100",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4811.06000000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Background","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","4.70000000",NULL,NULL,NULL,NULL,"0",NULL,"1",55,NULL,NULL,"wetlands/P1039.JPG","9/28/2017 Dominant Vegetation: Distichlis spicata, Juncus arcticus, Bassia hyssopifolia",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00",NULL,1,NULL,0,"280000000100000001000400206900000C00000001000000ABFFDEA79003B6FDDA9AAE0830433030","0.20000000"
40,"392445113524101","P1040","Well","Foote Reservoir - 1040","16020301","160203011202","Foote Reservoir",1040,"39.41252524","-113.87811414",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4812.35300000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Known Changes","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","4.30000000",NULL,NULL,NULL,NULL,"0",NULL,"1",-1,NULL,NULL,"wetlands/P1040.JPG","9/28/2017 Dominant Vegetation: Distichlis spicata, Bassia hyssopifolia",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00",NULL,1,NULL,0,"280000000100000001000400206900000C00000001000000B0F8FEA9900388FCCB9FAE0830433030","0.56000000"
41,"392446113524401","P1041","Well","Foote Reservoir - 1041","16020301","160203011202","Foote Reservoir",1041,"39.41268963","-113.87897424",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4810.24900000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Known Changes","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","4.10000000",NULL,NULL,NULL,NULL,"0",NULL,"1",-1,NULL,NULL,"wetlands/P1041.JPG","9/28/2017 Dominant Vegetation: Distichlis spicata, Juncus arcticus",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00",NULL,1,NULL,0,"280000000100000001000400206900000C00000001000000AB9FA5A99003B090E59FAE0830433030","0.78000000"
42,"392433113525502","P1042","Well","Central Spring - 1042","16020301","160203011202","Central Spring",1042,"39.40925915","-113.88181835",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4809.31800000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Background","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","3.70000000",NULL,NULL,NULL,NULL,"0",NULL,"1",55,NULL,NULL,"wetlands/P1042.JPG","9/28/2017 Dominant Vegetation: Schoenoplectus americanus, Schoenoplectus pungens",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00",NULL,0,NULL,0,"280000000100000001000400206900000C0000000100000099B8EBA6900394EA9D9CAE0830433030","1.22000000"
43,"392431113525501","P1043","Well","Central Spring - 1043","16020301","160203011202","Central Spring",1043,"39.40858970","-113.88183296",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4809.65200000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Background","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","3.70000000",NULL,NULL,NULL,NULL,"0",NULL,"1",55,NULL,NULL,"wetlands/P1043.JPG","9/28/2017 Dominant Vegetation: Schoenoplectus americanus",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00",NULL,0,NULL,0,"280000000100000001000400206900000C00000001000000B180E7A690038A95C39BAE0800000000","1.09000000"
44,"392429113525401","P1044","Well","Central Spring - 1044","16020301","160203011202","Central Spring",1044,"39.40803423","-113.88179332",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4808.58900000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Background","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","4.60000000",NULL,NULL,NULL,NULL,"0",NULL,"1",55,NULL,NULL,"wetlands/P1044.JPG","9/28/2017 Dominant Vegetation: Distichlis spicata, Juncus arcticus",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00",NULL,0,NULL,0,"280000000100000001000400206900000C000000010000008AE2E8A69003B0E1F79AAE0830313030","0.44000000"
99,"414143111495501","(A-11- 1)15bcb- 1","Well","","16010203","160102030209",NULL,NULL,"41.69508800","-111.83259600",10,"ft","GPS-Unspecified","NAD83","4521.81000000","ft","Digital Elevation Model","NAVD88","UT","005","Irrigation","100VLFL","Unconsolidated Sediment","ft","","","No","Surveillance","Background","UGS-NGWMN","No","Trend","Background","","N100BSNRGB","230.00000000",NULL,"UGS Sample","414143111495501",437364,"1","Confined","0",-1,"25-6082",NULL,NULL,NULL,NULL,NULL,NULL,"0.00000000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"280000000100000001000400206900000C00000001000000A6C1AED09D03BDC8AFEDC0083000ACC4",NULL
45,"392428113525101","P1045","Well","Central Spring - 1045","16020301","160203011202","Central Spring",1045,"39.40776492","-113.88087667",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4809.19600000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Background","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","4.10000000",NULL,NULL,NULL,NULL,"0",NULL,"1",55,NULL,NULL,"wetlands/P1045.JPG","9/28/2017 Dominant Vegetation: Schoenoplectus americanus",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00",NULL,1,NULL,0,"280000000100000001000400206900000C00000001000000ACFAC7A790039C98D09AAE0839443033","0.82000000"
46,"392428113524601","P1046","Well","Central Spring - 1046","16020301","160203011202","Central Spring",1046,"39.40789053","-113.87940487",2,"cm","GPS Carrier Phase Kinematic Relative Position","NAD83","4809.58700000","ft","GPS Carrier Phase Kinematic Relative Position","NAVD88","UT","027","Piezometer","100VLFL","Unconsolidated Sediment","ft",NULL,"Snake Valley Wetlands",NULL,NULL,"Background","Snake Valley Wetlands",NULL,NULL,NULL,NULL,"N100BSNRGB","3.80000000",NULL,NULL,NULL,NULL,"0",NULL,"1",55,NULL,NULL,"wetlands/P1046.JPG","9/28/2017 Dominant Vegetation: Schoenoplectus americanus",NULL,NULL,NULL,"0.00000000",NULL,NULL,"9025","2009-12-17 00:00:00",NULL,0,NULL,0,"280000000100000001000400206900000C00000001000000B69BE3A89003ACA2DC9AAE0839443033","1.00000000"
